id,designer,links,description
103,Comme_des_Garcons,http://www.theoutnet.com/en-US/Shop/Designers/Comme_des_Garcons,"Comme des Garçons, French for ""Like Boys"" and written in Japanese as コム・デ・ギャルソン (Komu de Gyaruson), is a Japanese fashion label headed by Rei Kawakubo, who owns the company with her husband Adrian Joffe.
Comme des Garçons is based in Tokyo and also in the prestigious Place Vendôme in Paris, the city in which they show their main collections during Paris Fashion Week and Paris Men's Fashion Week.
The Japanese flagship store is in Aoyama, Tokyo's high fashion district. The company also has concept stores Trading Museum Comme des Garçons and 10 Corso Como Comme des Garçons in Tokyo, and stores in Kyoto, Osaka and Fukuoka. Worldwide they have traditional Comme des Garçons stores in Rue du Faubourg St-Honoré in Paris and on West 22nd Street in New York City, as well as stores in Hong Kong, Beijing, Bangkok, Seoul, Singapore, and Manila.
Since 2004, Comme des Garçons has developed a market-based department store concept, stocking its main collections, its other brands, such as Shirt, Play, and a wide range of international designers. Its original market store, called Dover Street Market, is in Mayfair in London. In 2010, the company opened I.T Beijing Market Comme des Garçons, which was followed by a new market store in Ginza, Tokyo, in 2012 and New York City in 2013."
104,Comme_des_Garcons_Comme_des_Garcons,http://www.theoutnet.com/en-US/Shop/Designers/Comme_des_Garcons_Comme_des_Garcons,"Comme des Garçons, French for ""Like Boys"" and written in Japanese as コム・デ・ギャルソン (Komu de Gyaruson), is a Japanese fashion label headed by Rei Kawakubo, who owns the company with her husband Adrian Joffe.Comme des Garçons, French for ""Like Boys"" and written in Japanese as コム・デ・ギャルソン (Komu de Gyaruson), is a Japanese fashion label headed by Rei Kawakubo, who owns the company with her husband Adrian Joffe.
Comme des Garçons is based in Tokyo and also in the prestigious Place Vendôme in Paris, the city in which they show their main collections during Paris Fashion Week and Paris Men's Fashion Week.
The Japanese flagship store is in Aoyama, Tokyo's high fashion district. The company also has concept stores Trading Museum Comme des Garçons and 10 Corso Como Comme des Garçons in Tokyo, and stores in Kyoto, Osaka and Fukuoka. Worldwide they have traditional Comme des Garçons stores in Rue du Faubourg St-Honoré in Paris and on West 22nd Street in New York City, as well as stores in Hong Kong, Beijing, Bangkok, Seoul, Singapore, and Manila.
Since 2004, Comme des Garçons has developed a market-based department store concept, stocking its main collections, its other brands, such as Shirt, Play, and a wide range of international designers. Its original market store, called Dover Street Market, is in Mayfair in London. In 2010, the company opened I.T Beijing Market Comme des Garçons, which was followed by a new market store in Ginza, Tokyo, in 2012 and New York City in 2013."
105,Comme_des_Garcons_GIRL,http://www.theoutnet.com/en-US/Shop/Designers/Comme_des_Garcons_GIRL,"Comme des Garçons, French for ""Like Boys"" and written in Japanese as コム・デ・ギャルソン (Komu de Gyaruson), is a Japanese fashion label headed by Rei Kawakubo, who owns the company with her husband Adrian Joffe.
Comme des Garçons is based in Tokyo and also in the prestigious Place Vendôme in Paris, the city in which they show their main collections during Paris Fashion Week and Paris Men's Fashion Week.
The Japanese flagship store is in Aoyama, Tokyo's high fashion district. The company also has concept stores Trading Museum Comme des Garçons and 10 Corso Como Comme des Garçons in Tokyo, and stores in Kyoto, Osaka and Fukuoka. Worldwide they have traditional Comme des Garçons stores in Rue du Faubourg St-Honoré in Paris and on West 22nd Street in New York City, as well as stores in Hong Kong, Beijing, Bangkok, Seoul, Singapore, and Manila.
Since 2004, Comme des Garçons has developed a market-based department store concept, stocking its main collections, its other brands, such as Shirt, Play, and a wide range of international designers. Its original market store, called Dover Street Market, is in Mayfair in London. In 2010, the company opened I.T Beijing Market Comme des Garçons, which was followed by a new market store in Ginza, Tokyo, in 2012 and New York City in 2013."
106,Corners4,http://www.theoutnet.com/en-US/Shop/Designers/Corners4,"There is no description available for this label, but you can still click the link to see their styles!"
107,Cosabella,http://www.theoutnet.com/en-US/Shop/Designers/Cosabella,"There is no description available for this label, but you can still click the link to see their styles!"
108,Current_Elliott,http://www.theoutnet.com/en-US/Shop/Designers/Current_Elliott,"There is no description available for this label, but you can still click the link to see their styles!"
109,Cushnie_et_Ochs,http://www.theoutnet.com/en-US/Shop/Designers/Cushnie_et_Ochs,"Cushnie et Ochs is an American fashion house founded in 2008 by Carly Cushnie and Michelle Ochs, upon their graduation from Parsons School of Design. Their signature looks are clean, modern cut-out dresses, sculpted knitwear, and tailored pieces best known for impeccable fit. Their work is described as a ""sleek, sexy and modern,"" and the pair are known to wear their own clothing often.  As members of the Council of Fashion Designers of America, Carly and Michelle utilize their unique sensibilities to create a shared creative vision and collections that juxtapose bold sensuality with minimalist sophistication."
110,Dara_Ettinger,http://www.theoutnet.com/en-US/Shop/Designers/Dara_Ettinger,"There is no description available for this label, but you can still click the link to see their styles!"
111,DAY_Birger_et_Mikkelsen,http://www.theoutnet.com/en-US/Shop/Designers/DAY_Birger_et_Mikkelsen,Malene Birger is a Danish fashion designer. She co-founded Day Birger et Mikkelsen in 1997 and By Malene Birger in 2003.
112,Deborah_Marquit,http://www.theoutnet.com/en-US/Shop/Designers/Deborah_Marquit,"Deborah Marquit (born in Brooklyn, New York, USA ) is an American Fashion designer specializing in women's foundations and intimate apparel and was inducted into the Council of Fashion Designers of America in 2009, in 2016, Marquit created lingerie for Rihanna, Scarlet Johansson, and Zoe Kravitz. Marquit's collections marry the ironic and the traditional and her creations initiated the idea to wear lingerie meant to be seen or to wear as clothing. Marquit is the first known fashion designer to introduce the use of Fluorescent (Neon) colors in the creation of women's foundation garments, bras, and underwear in 1984, during a period in fashion when it was considered indecent for a bra to be showing from under a woman's clothing. This innovation earned her first sale to 17 Bloomingdales stores across the USA that launched her brand globally.  Beginning in 1985, Marquit introduced RTW (ready to wear) fabrics within her collections creating foundations made with atypical materials such as camouflage print, Pleather, and Denim initiating a fashion trend for lingerie to be worn as clothing and filling the void where lingerie meets fashion. In 2016 the company has grown to an international brand selling to both retail and wholesale channels.
She began her career as a fashion illustrator for Women's Wear Daily before moving into the fashion market. Deborah Marquit collections are manufactured in New York City, USA and sell to retailers, such as Barneys, Net-a-Porter, and Yoox.com."
113,DELPOZO,http://www.theoutnet.com/en-US/Shop/Designers/DELPOZO,"There is no description available for this label, but you can still click the link to see their styles!"
114,Derek_Lam,http://www.theoutnet.com/en-US/Shop/Designers/Derek_Lam,"Derek Lam is an American fashion designer, known for a calculated simplicity and modern sensibility. In addition to designing his own line, Lam was Tod's Creative Director for ready-to-wear and accessories from 2005 until 2010."
115,Derek_Lam_10_Crosby,http://www.theoutnet.com/en-US/Shop/Designers/Derek_Lam_10_Crosby,"Derek Lam is an American fashion designer, known for a calculated simplicity and modern sensibility. In addition to designing his own line, Lam was Tod's Creative Director for ready-to-wear and accessories from 2005 until 2010."
116,Diane_von_Furstenberg,http://www.theoutnet.com/en-US/Shop/Designers/Diane_von_Furstenberg,"Diane von Fürstenberg, formerly Princess Diane of Fürstenberg (German: Diane Prinzessin zu Fürstenberg; born Diane Simone Michelle Halfin; December 31, 1946) is a Belgian-American fashion designer best known for her iconic wrap dress. She initially rose to prominence when she married into the German princely House of Fürstenberg, as the wife of Prince Egon of Fürstenberg. Following their divorce in 1972, she has continued to use his family name.
Her fashion company, Diane von Furstenberg (DVF) is a global luxury lifestyle brand available in over 70 countries and 45 free-standing shops worldwide, with the company's headquarters and flagship boutique located in Manhattan's Meatpacking District.
She is president of the Council of Fashion Designers of America (CFDA), a position she has held since 2006; in 2014 was listed as the 68th most powerful woman in the world by Forbes; and in 2015 was included in the Time 100, as an Icon, by Time Magazine."
117,Dieppa_Restrepo,http://www.theoutnet.com/en-US/Shop/Designers/Dieppa_Restrepo,"There is no description available for this label, but you can still click the link to see their styles!"
118,Dion_Lee,http://www.theoutnet.com/en-US/Shop/Designers/Dion_Lee,"Dion Lee (born 2 October 1985) is an Australian fashion designer who established his eponymous brand at the age of 23.
Lee debuted at Australian Fashion Week in 2009 after graduating from Sydney Institute of Technology the year prior. He was the first designer to stage a runway presentation at the Sydney Opera House in 2010.
After a national collaboration with Australian retail chain Cue Clothing Company in 2011, Lee announced a partnership in 2013 with the retailer who acquired an undisclosed shareholding of the business.
In September 2012, Lee showed at London Fashion Week for the second time and in February 2013, participated in the International Woolmark Prize as the Australian Finalist, also presented at London Fashion Week. He was profiled by Vogue US in 2013 in a feature article entitled 'From a Land Down Under'.
Lee debuted his Spring 2014 collection at New York Fashion Week in September 2013. After presenting regularly on the schedule, it was his Fall 2016 show, which saw American Vogue declare that ‘With his show this morning … Lee came of age as a New York designer’.
The label has been worn by Oscar Winners Jennifer Lawrence, Cate Blanchett and Charlize Theron.
Lee now divides his time between Sydney where his business and manufacturing headquarters are located and the brand's secondary base in New York."
119,DKNY,http://www.theoutnet.com/en-US/Shop/Designers/DKNY,"DKNY is a New York-based fashion house specializing in fashion goods for men and women, founded in 1984 by Donna Karan."
120,Dodo_Bar_Or,http://www.theoutnet.com/en-US/Shop/Designers/Dodo_Bar_Or,"There is no description available for this label, but you can still click the link to see their styles!"
121,Dolce_and_Gabbana,http://www.theoutnet.com/en-US/Shop/Designers/Dolce_and_Gabbana,"Dolce & Gabbana (Italian pronunciation: [ˈdoltʃe e ɡɡabˈbaːna]) is a luxury Italian fashion house founded in 1985 in Legnano by Italian designers Domenico Dolce and Stefano Gabbana.
The two met in Milan in 1980 and designed for the same fashion house. In 1982 they established a designer consulting studio; in time it grew to become ""Dolce & Gabbana"". They presented their first women's collection in 1985 in Milan, where a year later their store would open its doors.
In 1988, they launched their leotard line, and in 1989 they began designing underwear and swimming costumes. Dolce & Gabbana started to export their products to Japan and other countries like the U.S., where they founded their own showroom in 1990. In 1992, the same year they presented their men's collection, they also launched their first perfume Dolce & Gabbana. They won the Woolmark award in 1991, and the prize ""most feminine flavor of the year"" in 1993. Towards the end of the 1990s their sales were around 500 million dollars and in 2003 their revenue reached $633 million. By 2005, their turnover was €600 million."
122,Donna_Karan_New_York,http://www.theoutnet.com/en-US/Shop/Designers/Donna_Karan_New_York,"DKNY is a New York-based fashion house specializing in fashion goods for men and women, founded in 1984 by Donna Karan."
123,Drome,http://www.theoutnet.com/en-US/Shop/Designers/Drome,"Drôme (French pronunciation: ​[dʁom]; Droma in Occitan, Drôma in Arpitan) is a department in southeastern France named after the Drôme River."
124,Duffy,http://www.theoutnet.com/en-US/Shop/Designers/Duffy,"Duffy (born 23 June 1984 as Amie Ann Duffy) is a Welsh singer, songwriter and actress. Born in Gwynedd, Wales, she was introduced to Jeannette Lee of Rough Trade Records, which led to her signing a recording contract with A&M Records in 2007."
125,Duro_Olowu,http://www.theoutnet.com/en-US/Shop/Designers/Duro_Olowu,"Duro Olowu is a Nigerian-born, London-based fashion designer. He is best known for his innovative combinations of patterns and textiles that draw inspiration from his international background. His empire waist patchwork ""Duro"" dress was named ""dress of the year"" by both American and British Vogue in 2005. Some of Olowu's notable clients include Michelle Obama, Solange Knowles, and Iris Apfel. In 2005 he won ""New Designer of the Year"" at the British Fashion awards, the first designer in history to win without ever showing a runway presentation."
126,Duskii,http://www.theoutnet.com/en-US/Shop/Designers/Duskii,"There is no description available for this label, but you can still click the link to see their styles!"
127,Duvetica,http://www.theoutnet.com/en-US/Shop/Designers/Duvetica,"There is no description available for this label, but you can still click the link to see their styles!"
128,Eberjey,http://www.theoutnet.com/en-US/Shop/Designers/Eberjey,"There is no description available for this label, but you can still click the link to see their styles!"
129,Edie_Parker,http://www.theoutnet.com/en-US/Shop/Designers/Edie_Parker,"Edie Kerouac-Parker (1922–1993) was the author of the memoir You'll Be Okay, about her life with her first husband, Jack Kerouac, and the early days of the Beat Generation. While an art student under George Grosz at Columbia University, she and Barnard student and friend Joan Vollmer shared an apartment on 118th Street in New York City which came to be frequented by many of the then unknown Beats, among them Vollmer's eventual husband William S. Burroughs, and fellow Columbia students Jack Kerouac and Allen Ginsberg as well as Lucien Carr.
Born in Detroit, Parker was raised in Grosse Pointe Park, Michigan. Edie and Jack were married on August 22, 1944 at Manhattan Municipal Building in downtown New York. At the time, Jack was in jail as an accessory after the fact in Lucien Carr's murder of David Kammerer. This event expedited their intention to marry as Jack's father, Leo, refused to bail him out of jail. Jack was released from jail long enough for he and Edie to be escorted downtown by two N.Y.P.D detectives to be married. Once married, Edie could access an inheritance from her grandfather's then unprobated estate to post Kerouac's bail. The marriage was annulled in 1948.
Edie appears as Judie Smith in Kerouac's novel The Town and the City, Elly in ""Visions of Cody"", Edna ""Johnnie"" Palmer of ""Vanity of Duluoz"", herself in ""The Original Scroll"" - the unedited edition of On The Road and Edie was played by actress Elizabeth Olsen in the film Kill Your Darlings. Edie's memoir, ""You'll Be Okay"" - My Life with Jack Kerouac, was published posthumously in 2007 by City Lights."
130,Edun,http://www.theoutnet.com/en-US/Shop/Designers/Edun,"EDUN is a fashion brand founded by Ali Hewson and Bono in 2005 to promote trade in Africa by sourcing production throughout the continent. In 2009 EDUN became part of the LVMH group. Danielle Sherman was named Creative Director in April 2013. Her first collection debuted during NY Fashion Week, September 2013. The collection includes a range of ready-to-wear, handbags and accessories."
131,Elie_Saab,http://www.theoutnet.com/en-US/Shop/Designers/Elie_Saab,"Elie Saab (Arabic: إيلي صعب) (born 4 July 1964) is a Lebanese fashion designer. His main workshop is in Lebanon, with additional workshops in Milan and Paris. His first atelier in the early 1980s specialized in bridal couture, using expensive fabrics, lace, detailed embroidery, pearls, crystals and silk threads. In 1997 Saab was the first non-Italian designer to become a member of the Italian Camera Nazionale della Moda.
Elie Saab appeared as a judge on Project Runway: Middle East in 2016. As of March 2017, his couture collections are available in Paris, London, and Beirut, while his ready-to-wear clothes were in 160 retailers and his own boutiques."
132,Elizabeth_and_James,http://www.theoutnet.com/en-US/Shop/Designers/Elizabeth_and_James,"Ashley Fuller Olsen (born June 13, 1986) is an American actress, fashion designer, producer, author, and businesswoman. She co-founded luxury fashion brands The Row, Elizabeth and James, and the more affordable lines Olsenboye and StyleMint with her fraternal twin sister Mary-Kate Olsen. She is the older sister of actress Elizabeth Olsen."
133,Elizabeth_Cole,http://www.theoutnet.com/en-US/Shop/Designers/Elizabeth_Cole,"There is no description available for this label, but you can still click the link to see their styles!"
134,Elle_Macpherson_Intimates,http://www.theoutnet.com/en-US/Shop/Designers/Elle_Macpherson_Intimates,"Kay Cohen (born Kathleen Siddall on 31 December 1952 in Levin, New Zealand) is an Australian fashion designer and business woman based in Sydney, Australia. Cohen has led a number of lingerie design brands, most notably as Founder and Creative Director of Pleasure State and as General Manager and Creative Director of Elle Macpherson's Lingerie label Elle Macpherson Intimates, also Cohen is known as the inventor of the Biofit uplift bra."
135,Ellery,http://www.theoutnet.com/en-US/Shop/Designers/Ellery,"There is no description available for this label, but you can still click the link to see their styles!"
136,Emilio_Pucci,http://www.theoutnet.com/en-US/Shop/Designers/Emilio_Pucci,"Don Emilio Pucci, Marchese di Barsento (Italian pronunciation: [eˌmiːlio ˈpuʧːi]), (20 November 1914 – 29 November 1992) was a Florentine Italian fashion designer and politician. He and his eponymous company are synonymous with geometric prints in a kaleidoscope of colors."
137,ENZA_COSTA,http://www.theoutnet.com/en-US/Shop/Designers/ENZA_COSTA,"There is no description available for this label, but you can still click the link to see their styles!"
138,Ephemera,http://www.theoutnet.com/en-US/Shop/Designers/Ephemera,"There is no description available for this label, but you can still click the link to see their styles!"
139,Equipment,http://www.theoutnet.com/en-US/Shop/Designers/Equipment,"There is no description available for this label, but you can still click the link to see their styles!"
140,Erdem,http://www.theoutnet.com/en-US/Shop/Designers/Erdem,"There is no description available for this label, but you can still click the link to see their styles!"
141,Esteban_Cortazar,http://www.theoutnet.com/en-US/Shop/Designers/Esteban_Cortazar,"Esteban Cortázar (born May 17, 1984) is a noted fashion designer. He was born in Bogotá, Colombia and grew up in Miami, Florida. Cortázar is the youngest designer to have shown at Miami International Fashion Week, where he decided for a talent show to host a fashion show.
He wanted to ""do nothing but sketch dresses and fashion all day"".
The child of jazz singer Dominique Vaughan and artist Valentino Cortázar, Esteban got his start in the fashion industry at 13 years of age when he showed sketches to Todd Oldham, a mentor he found under his apartment at Miami's News Café. While in New York City for an Oldham show, Cortázar introduced himself to Bloomingdale's Director of Fashion Kal Ruttenstein, and soon afterward gave Ruttenstein a private showing.
Cortázar studied fashion design at Design & Architecture Senior High in Miami's Design District, graduating in 2004.
Cortázar appeared in an episode of Top Chef on Bravo for the 2007 season.
In December 2007, Cortázar was appointed Head Designer at Emanuel Ungaro where he worked until he was fired in 2009, after refusing to work with Lindsay Lohan. Lohan was appointed Artistic Director, and Cortázar was replaced by Estrella Archs, who left Ungaro after one year due to irreconcilable differences related to the creative direction of the brand."
142,Etoile_Isabel_Marant,http://www.theoutnet.com/en-US/Shop/Designers/Etoile_Isabel_Marant,"There is no description available for this label, but you can still click the link to see their styles!"
143,Etre_Cecile,http://www.theoutnet.com/en-US/Shop/Designers/Etre_Cecile,"There is no description available for this label, but you can still click the link to see their styles!"
144,Etro,http://www.theoutnet.com/en-US/Shop/Designers/Etro,"Etro is an Italian fashion house founded in 1968. The label remains a family business, with the founder's children in executive positions with the company. Etro produces a menswear and womenswear line, in addition to accessories, fragrances, and other home products. The company is best known for its paisley patterned designs, which it began producing in 1981.
"
145,Eytys,http://www.theoutnet.com/en-US/Shop/Designers/Eytys,"There is no description available for this label, but you can still click the link to see their styles!"
146,FRS_For_Restless_Sleepers,http://www.theoutnet.com/en-US/Shop/Designers/FRS_For_Restless_Sleepers,"There is no description available for this label, but you can still click the link to see their styles!"
147,Facetasm,http://www.theoutnet.com/en-US/Shop/Designers/Facetasm,"There is no description available for this label, but you can still click the link to see their styles!"
148,Falke,http://www.theoutnet.com/en-US/Shop/Designers/Falke,"Gisela Falke Von Lilienstein (born 1871; death date unknown) was an Austrian designer who designed ceramics, glassware, jewelry, lighting, and furniture for the Wiener Werkstätte. Her work was exhibited in Vienna Secessionist exhibitions and international expositions. She studied at the Vienna Kunstgewerbeschule (School of Applied Art) from 1895-1904 with Josef Hoffman and others. She was one of the ten students who together founded the group Wiener Kunst im Hause"
149,FALKE_Ergonomic_Sport_System,http://www.theoutnet.com/en-US/Shop/Designers/FALKE_Ergonomic_Sport_System,"Gisela Falke Von Lilienstein (born 1871; death date unknown) was an Austrian designer who designed ceramics, glassware, jewelry, lighting, and furniture for the Wiener Werkstätte. Her work was exhibited in Vienna Secessionist exhibitions and international expositions. She studied at the Vienna Kunstgewerbeschule (School of Applied Art) from 1895-1904 with Josef Hoffman and others. She was one of the ten students who together founded the group Wiener Kunst im Hause"
150,Fendi,http://www.theoutnet.com/en-US/Shop/Designers/Fendi,"Fendi (Italian pronunciation: [ˈfɛndi]) is an Italian luxury fashion house whose specialities include fur, ready-to-wear, leather goods, shoes, fragrances, eyewear, timepieces and accessories. Founded in 1925 in Rome, Fendi is renowned for its fur and fur accessories. Fendi is also well known for its leather goods such as ""Baguette"", 2jours, Peekaboo or Pequin handbags."
151,Figue,http://www.theoutnet.com/en-US/Shop/Designers/Figue,"There is no description available for this label, but you can still click the link to see their styles!"
152,Fleur_Du_Mal,http://www.theoutnet.com/en-US/Shop/Designers/Fleur_Du_Mal,"The Flower of Evil (original title: La fleur du mal) is a 2003 French film by Claude Chabrol.
It tells of an outwardly perfect family in Bordeaux, whose seeming perfection begins to unravel when the wife involves herself in politics. A corpse surfaces just before the local election and the spectre of past family indiscretion resurfaces in mysterious deaths and other scandals.
Francesco Russo (born 23 December 1981) is an Italian footballer who currently plays for Lugano as a goalkeeper."
153,FRAME,http://www.theoutnet.com/en-US/Shop/Designers/FRAME,"There is no description available for this label, but you can still click the link to see their styles!"
154,Francesco_Russo,http://www.theoutnet.com/en-US/Shop/Designers/Francesco_Russo,"There is no description available for this label, but you can still click the link to see their styles!"
155,GANNI,http://www.theoutnet.com/en-US/Shop/Designers/GANNI,"There is no description available for this label, but you can still click the link to see their styles!"
156,Gareth_Pugh,http://www.theoutnet.com/en-US/Shop/Designers/Gareth_Pugh,"Gareth Pugh (born 31 August 1981) is an English fashion designer. He currently lives and works in Paris.
"
157,Giambattista_Valli,http://www.theoutnet.com/en-US/Shop/Designers/Giambattista_Valli,"Giambattista Valli is an Italian fashion designer. He is from Rome, Italy. His collections, both ready to wear and Haute couture are presented annually during the Paris Fashion Week."
158,Gianvito_Rossi,http://www.theoutnet.com/en-US/Shop/Designers/Gianvito_Rossi,"There is no description available for this label, but you can still click the link to see their styles!"
159,Giles_and_Brother,http://www.theoutnet.com/en-US/Shop/Designers/Giles_and_Brother,"There is no description available for this label, but you can still click the link to see their styles!"
160,Giuseppe_Zanotti,http://www.theoutnet.com/en-US/Shop/Designers/Giuseppe_Zanotti,"Giuseppe Zanotti is an Italian shoe designer. In 2000, Zanotti opened his first boutique in Milan, followed by boutiques elsewhere."
161,Goat,http://www.theoutnet.com/en-US/Shop/Designers/Goat,"There is no description available for this label, but you can still click the link to see their styles!"
162,Goen_J,http://www.theoutnet.com/en-US/Shop/Designers/Goen_J,"There is no description available for this label, but you can still click the link to see their styles!"
163,Golden_Goose_Deluxe_Brand,http://www.theoutnet.com/en-US/Shop/Designers/Golden_Goose_Deluxe_Brand,Golden Goose Deluxe Brand is an Italian shoe brand.
164,Grace_MMXIII,http://www.theoutnet.com/en-US/Shop/Designers/Grace_MMXIII,"There is no description available for this label, but you can still click the link to see their styles!"
165,Grenson,http://www.theoutnet.com/en-US/Shop/Designers/Grenson,"There is no description available for this label, but you can still click the link to see their styles!"
166,Gucci,http://www.theoutnet.com/en-US/Shop/Designers/Gucci,"Gucci (/ɡuːtʃi/; Italian pronunciation: [ˈɡuttʃi]) is an Italian luxury brand of fashion and leather goods, part of the Gucci Group, which is owned by the French holding company Kering. Gucci was founded by Guccio Gucci in Florence in 1921. Gucci generated about €4.2 billion in revenue worldwide in 2008 according to BusinessWeek and climbed to 41st position in the magazine's annual 2009 ""Top Global 100 Brands"" chart created by Interbrand; it retained that rank in Interbrand's 2014 index. Gucci is also the biggest-selling Italian brand.
Gucci operates about 278 directly operated stores worldwide as of September 2009, and it wholesales its products through franchisees and upscale department stores. In the year 2013, the brand was valued at US$12.1 billion, with sales of US$4.7 billion. In the Forbes World's Most Valuable Brands list, Gucci is ranked the 38th most valuable brand, with a brand value of $12.4 billion as of May 2015. As of January 2015, the creative director is Alessandro Michele."
167,Haider_Ackermann,http://www.theoutnet.com/en-US/Shop/Designers/Haider_Ackermann,Haider Ackermann (born 29 March 1971) is a Colombian-born designer of ready-to-wear fashion. He is the current Creative Director of Berluti.
168,Halston_Heritage,http://www.theoutnet.com/en-US/Shop/Designers/Halston_Heritage,"Roy Halston Frowick (April 23, 1932 – March 26, 1990), known simply as Halston, was an American fashion designer who rose to international fame in the 1970s. His minimalist, clean designs, often made of cashmere or ultrasuede, were popular fashion wear in mid-1970s discotheques and redefined American fashion. An American designer, Halston was well known for creating a style for “American Women”. From his point of view, the “American Woman” was about having a relaxed urban lifestyle. He created a new phenomenon in the 1970s. Halston believed that women can wear the same clothing for the entire day on any occasion.
"
169,Haney,http://www.theoutnet.com/en-US/Shop/Designers/Haney,"There is no description available for this label, but you can still click the link to see their styles!"
170,Hatch,http://www.theoutnet.com/en-US/Shop/Designers/Hatch,"There is no description available for this label, but you can still click the link to see their styles!"
171,Haute_Hippie,http://www.theoutnet.com/en-US/Shop/Designers/Haute_Hippie,"There is no description available for this label, but you can still click the link to see their styles!"
172,Heidi_Klein,http://www.theoutnet.com/en-US/Shop/Designers/Heidi_Klein,"There is no description available for this label, but you can still click the link to see their styles!"
173,Heidi_Klum_Intimates,http://www.theoutnet.com/en-US/Shop/Designers/Heidi_Klum_Intimates,"Heidi Klum (pronounced [ˈhaɪ̯di ˈklʊm]; born June 1, 1973) is a German-American supermodel, television personality, businesswoman, fashion designer, singer, television producer, and occasional actress. She appeared on the cover of the Sports Illustrated Swimsuit Issue and in 1999 became the first German model to become a Victoria's Secret Angel."
174,Heidi_Klum_Swim,http://www.theoutnet.com/en-US/Shop/Designers/Heidi_Klum_Swim,"Heidi Klum (pronounced [ˈhaɪ̯di ˈklʊm]; born June 1, 1973) is a German-American supermodel, television personality, businesswoman, fashion designer, singer, television producer, and occasional actress. She appeared on the cover of the Sports Illustrated Swimsuit Issue and in 1999 became the first German model to become a Victoria's Secret Angel."
175,Helmut_Lang,http://www.theoutnet.com/en-US/Shop/Designers/Helmut_Lang,"There is no description available for this label, but you can still click the link to see their styles!"
176,Herve_Leger,http://www.theoutnet.com/en-US/Shop/Designers/Herve_Leger,"Hervé Léger was founded in 1985 by the designer Hervé Peugnet. The same year Karl Lagerfeld advised Peugnet that his surname Peugnet would be too difficult for Americans, the target market, to pronounce, and instead suggested the surname Léger. Having lost the rights to the Hervé Léger name, Peugnet later took a third ""brand"" name as Hervé L. Leroux.
Peugnet pioneered the creation of so-called bandage dresses, so-called ""body-con"" (body-conscious) garments made using materials traditionally associated with foundation garments to create bandage dresses that would mold and shape the wearer's figure with its signature bandage-like strips.
One of the peculiarities of Hervé Léger garments is that they are knitted, not woven.
In September 1998, Hervé Léger was acquired by the BCBG Max Azria Group from the Seagram's Group. This was the first-ever acquisition of a French couturier by an American designer, though Azria is Tunisian and grew up in France. Ohana & Co., a boutique investment bank, advised Seagram's on the sale.
In April 2007, Max Azria relaunched the Hervé Léger brand under his own design direction with a capsule summer collection, which was offered at select department stores and specialty boutiques. In August 2007, the remodeled Hervé Léger boutique opened on Rodeo Drive in Beverly Hills. In February 2008, Max Azria presented the Hervé Léger by Max Azria collection at Bryant Park during the Fall 2008 New York Fashion Week.
Hervé Léger stores can be found in various international locations, including Moscow."
177,Hey_Jo,http://www.theoutnet.com/en-US/Shop/Designers/Hey_Jo,"There is no description available for this label, but you can still click the link to see their styles!"
178,Holly_Fulton,http://www.theoutnet.com/en-US/Shop/Designers/Holly_Fulton,"Holly Fulton (born 1977) is a London-based fashion designer who set up her eponymous fashion label in 2009. Known for bold graphic and 3D motifs, innovative use of textiles and distinctive accessories, she has been described as the ""queen of prints"". She is a regular at London Fashion Week and has also appeared at Hong Kong Fashion Week. Fulton's fans include the UK Prime Minister's wife Samantha Cameron."
179,House_of_Holland,http://www.theoutnet.com/en-US/Shop/Designers/House_of_Holland,"There is no description available for this label, but you can still click the link to see their styles!"
180,ID_Sarrieri,http://www.theoutnet.com/en-US/Shop/Designers/ID_Sarrieri,"There is no description available for this label, but you can still click the link to see their styles!"
181,Ileana_Makri,http://www.theoutnet.com/en-US/Shop/Designers/Ileana_Makri,"There is no description available for this label, but you can still click the link to see their styles!"
182,Inez_and_Vinoodh,http://www.theoutnet.com/en-US/Shop/Designers/Inez_and_Vinoodh,"Inez van Lamsweerde (born 25 September 1963, Amsterdam, Netherlands) and Vinoodh Matadin (born 29 September 1961, Amsterdam, Netherlands) are a Dutch fashion photographer duo, whose work has been featured in fashion magazines and advertising campaigns. They also produce independent art work."
183,INUIKII,http://www.theoutnet.com/en-US/Shop/Designers/INUIKII,"There is no description available for this label, but you can still click the link to see their styles!"
184,Iris_and_Ink,http://www.theoutnet.com/en-US/Shop/Designers/Iris_and_Ink,"There is no description available for this label, but you can still click the link to see their styles!"
185,IRO,http://www.theoutnet.com/en-US/Shop/Designers/IRO,"There is no description available for this label, but you can still click the link to see their styles!"
186,Isa_Arfen,http://www.theoutnet.com/en-US/Shop/Designers/Isa_Arfen,"There is no description available for this label, but you can still click the link to see their styles!"
187,Isa_Tapia,http://www.theoutnet.com/en-US/Shop/Designers/Isa_Tapia,"Isa Tapia is a New York–based shoe and accessories designer from San Juan, Puerto Rico, who launched her eponymous footwear line in 2012. She came to prominence at Oscar de la Renta as his apprentice during her senior year at Parsons School of Design. In 2014, Tapia was part of the CFDA incubator program for new designer brands and won the Target design challenge . She was inducted into the Council of Fashion Designers of America in 2016."
