id,designer,links,description
309,Nike,http://www.theoutnet.com/en-US/Shop/Designers/Nike,"Nike, Inc. (official, US /ˈnaɪki/; also, non-US /ˈnaɪk/) is an American multinational corporation that is engaged in the design, development, manufacturing, and worldwide marketing and sales of footwear, apparel, equipment, accessories, and services. The company is headquartered near Beaverton, Oregon, in the Portland metropolitan area. It is one of the world's largest suppliers of athletic shoes and apparel and a major manufacturer of sports equipment, with revenue in excess of US$24.1 billion in its fiscal year 2012 (ending May 31, 2012). As of 2012, it employed more than 44,000 people worldwide. In 2014 the brand alone was valued at $19 billion, making it the most valuable brand among sports businesses.
The company was founded on January 25, 1964, as Blue Ribbon Sports, by Bill Bowerman and Phil Knight, and officially became Nike, Inc. on May 30, 1971. The company takes its name from Nike, the Greek goddess of victory. Nike markets its products under its own brand, as well as Nike Golf, Nike Pro, Nike+, Air Jordan, Nike Blazers, Air Force 1, Nike Dunk, Air Max, Foamposite, Nike Skateboarding, and subsidiaries including Brand Jordan, Hurley International and Converse. Nike also owned Bauer Hockey (later renamed Nike Bauer) between 1995 and 2008, and previously owned Cole Haan and Umbro. In addition to manufacturing sportswear and equipment, the company operates retail stores under the Niketown name. Nike sponsors many high-profile athletes and sports teams around the world, with the highly recognized trademarks of ""Just Do It"" and the Swoosh logo."
310,Nina_Ricci,http://www.theoutnet.com/en-US/Shop/Designers/Nina_Ricci,"There is no description available for this label, but you can still click the link to see their styles!"
311,NLST,http://www.theoutnet.com/en-US/Shop/Designers/NLST,"There is no description available for this label, but you can still click the link to see their styles!"
312,No_KaOi,http://www.theoutnet.com/en-US/Shop/Designers/No_KaOi,"There is no description available for this label, but you can still click the link to see their styles!"
313,No_21,http://www.theoutnet.com/en-US/Shop/Designers/No_21,"There is no description available for this label, but you can still click the link to see their styles!"
314,Noe,http://www.theoutnet.com/en-US/Shop/Designers/Noe,"There is no description available for this label, but you can still click the link to see their styles!"
315,Noir_Jewelry,http://www.theoutnet.com/en-US/Shop/Designers/Noir_Jewelry,"There is no description available for this label, but you can still click the link to see their styles!"
316,Noir_Sachin_and_Babi,http://www.theoutnet.com/en-US/Shop/Designers/Noir_Sachin_and_Babi,"There is no description available for this label, but you can still click the link to see their styles!"
317,Norma_Kamali,http://www.theoutnet.com/en-US/Shop/Designers/Norma_Kamali,"Norma Kamali (born June 27, 1945 in New York City) is an American fashion designer based in New York City of Lebanese and Basque Spanish descent. She is best known for the ""sleeping bag"" coat, garments made from silk parachutes, and versatile multi-use pieces."
318,OAK,http://www.theoutnet.com/en-US/Shop/Designers/OAK,"There is no description available for this label, but you can still click the link to see their styles!"
319,OHNE_TITEL,http://www.theoutnet.com/en-US/Shop/Designers/OHNE_TITEL,"There is no description available for this label, but you can still click the link to see their styles!"
320,Oliver_Peoples,http://www.theoutnet.com/en-US/Shop/Designers/Oliver_Peoples,"Oliver Peoples is an American luxury eyewear brand, established in 1987. The company opened its first boutique in West Hollywood, California and appeared on the cover of German Vogue in 1987. The design house is also the official licensee of Paul Smith Spectacles. In addition to being sold in Oliver Peoples boutiques and via oliverpeoples.com, the eyewear can be found in a variety of notable fashion boutiques and department stores throughout the world.
The brand has been featured in numerous fashion magazines, including GQ, Vogue, Elle, L'Uomo Vogue, Esquire and Vanity Fair. Characterized by subtle detailing, retro aesthetics and high-quality materials, their frames are popular with celebrities, including Brad Pitt, Angelina Jolie and Tom Cruise. Recently celebrating twenty-five years in the industry, the brand remains highly influential, creating campaigns that deploy film, music and designer collaborations that communicate a lifestyle that is distinctly Los Angeles.
In 2006, Oakley acquired Oliver Peoples for $46.7 million. Oakley and its assets were subsequently purchased by eye industry giant Luxottica in 2007."
321,Olivia_von_Halle,http://www.theoutnet.com/en-US/Shop/Designers/Olivia_von_Halle,Olivia von Halle (née Falconer) is a British fashion designer.
322,Olympia_Le_Tan,http://www.theoutnet.com/en-US/Shop/Designers/Olympia_Le_Tan,"There is no description available for this label, but you can still click the link to see their styles!"
323,Opening_Ceremony,http://www.theoutnet.com/en-US/Shop/Designers/Opening_Ceremony,"There is no description available for this label, but you can still click the link to see their styles!"
324,Orlebar_Brown,http://www.theoutnet.com/en-US/Shop/Designers/Orlebar_Brown,"Orlebar Brown is a British clothing brand specialising in tailored men’s swim shorts.
The company was founded by photographer Adam Brown after he identified a gap in the market for smart men’s swimwear, and was launched in March 2007.
Today, the company is still directed by Adam Brown, as well as CEO Paul Donoghue. They are based in West London and employ over 50 people."
325,Oscar_de_la_Renta,http://www.theoutnet.com/en-US/Shop/Designers/Oscar_de_la_Renta,"Óscar Arístides Renta Fiallo (22 July 1932 – 20 October 2014), known professionally as Oscar de la Renta, was a Dominican-American fashion designer. Born in Santo Domingo, he was trained by Cristóbal Balenciaga and Antonio del Castillo. De la Renta became internationally known in the 1960s as one of the couturiers who dressed Jacqueline Kennedy. An award-winning designer, he worked for Lanvin and Balmain. His eponymous fashion house continues to dress leading figures, from film stars to royalty."
326,Pallas,http://www.theoutnet.com/en-US/Shop/Designers/Pallas,"There is no description available for this label, but you can still click the link to see their styles!"
327,Paloma_Barcelo,http://www.theoutnet.com/en-US/Shop/Designers/Paloma_Barcelo,"There is no description available for this label, but you can still click the link to see their styles!"
328,Pamela_Love,http://www.theoutnet.com/en-US/Shop/Designers/Pamela_Love,Pamela Love (born 1982) is an American jewelry designer based in New York City.
329,Paper_London,http://www.theoutnet.com/en-US/Shop/Designers/Paper_London,"Sophie Mechaly, previously known as Sophie Albou (born in 1967) is a Paris-born designer best known as the founder of the Paul & Joe clothing line. The daughter of Yvan and Nicole Haggiag, a clothing company executive and designer respectively, Mechaly was educated at the Sorbonne and the Institut Français de la Mode before going to work for the clothing company Azzedine Alaia in 1983.
In 1995, she started a menswear company called Paul & Joe, adding a womenswear line in 1996. The first show in the United States was opened in New York City in 1996.
Mechaly opened another store in Notting Hill, and also has a store in Covent Garden. The London stores were closed due to what was rumoured to be financial trouble – they reopened in 2009, with the explanation that it was simply restructuring.
Mechaly partnered with American apparel company Urban Outfitters to produce a female casualwear line, Rendez-Vous, in 2011.
In 2015, it was announced that Mechaly will partner with American lingerie company Cosabella to produce a female lingerie line, Paul & Joe x Cosabella, to be released in Spring-Summer 2016."
330,Paul_and_Joe,http://www.theoutnet.com/en-US/Shop/Designers/Paul_and_Joe,"There is no description available for this label, but you can still click the link to see their styles!"
331,Paul_Andrew,http://www.theoutnet.com/en-US/Shop/Designers/Paul_Andrew,"Paul Andrew is an English footwear designer, currently based in New York City. He launched his eponymous women's footwear line in September 2012. In September 2016 he was named the first ever Women's Footwear Design Director at Salvatore Ferragamo."
332,Pedro_Garcia,http://www.theoutnet.com/en-US/Shop/Designers/Pedro_Garcia,"There is no description available for this label, but you can still click the link to see their styles!"
333,Perfect_Moment,http://www.theoutnet.com/en-US/Shop/Designers/Perfect_Moment,"There is no description available for this label, but you can still click the link to see their styles!"
334,Peter_Pilotto,http://www.theoutnet.com/en-US/Shop/Designers/Peter_Pilotto,"There is no description available for this label, but you can still click the link to see their styles!"
335,Petit_Bateau,http://www.theoutnet.com/en-US/Shop/Designers/Petit_Bateau,Petit Bateau is a French brand of clothes and underwear founded in 1920 in Troyes.
336,Philip_Treacy,http://www.theoutnet.com/en-US/Shop/Designers/Philip_Treacy,Philip Treacy OBE (born 26 May 1967) is an Irish milliner and designer based in London.
337,Philosophy_di_Lorenzo_Serafini,http://www.theoutnet.com/en-US/Shop/Designers/Philosophy_di_Lorenzo_Serafini,"There is no description available for this label, but you can still click the link to see their styles!"
338,Pierre_Balmain,http://www.theoutnet.com/en-US/Shop/Designers/Pierre_Balmain,"Pierre Alexandre Claudius Balmain (French pronunciation: [pjɛʁ balmɛ̃], b. Saint-Jean-de-Maurienne, Savoie, 18 May 1914 – Paris, France, 29 June 1982) was a French fashion designer and founder of leading post-war fashion house Balmain. Known for sophistication and elegance, he described the art of dressmaking as ""the architecture of movement."""
339,Pierre_Hardy,http://www.theoutnet.com/en-US/Shop/Designers/Pierre_Hardy,"There is no description available for this label, but you can still click the link to see their styles!"
340,Pippa_Holt,http://www.theoutnet.com/en-US/Shop/Designers/Pippa_Holt,"There is no description available for this label, but you can still click the link to see their styles!"
341,PORTER_Magazine,http://www.theoutnet.com/en-US/Shop/Designers/PORTER_Magazine,"There is no description available for this label, but you can still click the link to see their styles!"
342,Pour_la_Victoire,http://www.theoutnet.com/en-US/Shop/Designers/Pour_la_Victoire,"There is no description available for this label, but you can still click the link to see their styles!"
343,Prabal_Gurung,http://www.theoutnet.com/en-US/Shop/Designers/Prabal_Gurung,Prabal Gurung (Nepali: प्रबल गुरुङ) (born 1979) is an American fashion designer of Nepalese descent based in New York City.
344,Prada,http://www.theoutnet.com/en-US/Shop/Designers/Prada,"Prada S.p.A. (/prɑːdə/; Italian pronunciation: [ˈpraːda]) is an Italian luxury fashion house, specializing in leather handbags, travel accessories, shoes, ready-to-wear, perfumes and other fashion accessories, founded in 1913 by Mario Prada."
345,Preen_by_Thornton_Bregazzi,http://www.theoutnet.com/en-US/Shop/Designers/Preen_by_Thornton_Bregazzi,"There is no description available for this label, but you can still click the link to see their styles!"
346,Preen_Line,http://www.theoutnet.com/en-US/Shop/Designers/Preen_Line,"There is no description available for this label, but you can still click the link to see their styles!"
347,Proenza_Schouler,http://www.theoutnet.com/en-US/Shop/Designers/Proenza_Schouler,Proenza Schouler /proʊˌɛnzə ˈskuːlər/ is a New York–based womenswear and accessories brand founded in 2002 by designers Jack McCollough and Lazaro Hernandez.
348,Protagonist,http://www.theoutnet.com/en-US/Shop/Designers/Protagonist,"The protagonist is at the center of the story, typically makes the key decisions, and experiences the consequences of those decisions. The protagonist usually affects the main characters' circumstances as well, as they are often the primary actor propelling the story forward. If a story contains a subplot, or is a narrative made up of several stories, then there may be a character who is interpreted as the protagonist of each subplot or individual story."
349,R13,http://www.theoutnet.com/en-US/Shop/Designers/R13,"There is no description available for this label, but you can still click the link to see their styles!"
350,Rachel_Zoe,http://www.theoutnet.com/en-US/Shop/Designers/Rachel_Zoe,"Rachel Zoe Rosenzweig (born September 1, 1971) better known as Rachel Zoe, is an American fashion designer, businesswoman, and writer. She is best known for working with celebrities, fashion houses, beauty firms, advertising agencies, and magazine editors. Zoe has been involved in the fashion industry for nearly two decades and has since become a renowned stylist and designer. She is known for her extensive influence in the fashion world and for her A-list clients. In 2008, the first season of her Bravo reality television series The Rachel Zoe Project debuted. She is married to Rodger Berman, President of Rachel Zoe, Inc. The couple has two sons."
351,rag_and_bone,http://www.theoutnet.com/en-US/Shop/Designers/rag_and_bone,"rag & bone is an American fashion label helmed by Marcus Wainwright originally from Britain. The brand is sold in more than 700 shops around the world, as well as in rag & bone retail stores."
352,Raoul,http://www.theoutnet.com/en-US/Shop/Designers/Raoul,"There is no description available for this label, but you can still click the link to see their styles!"
353,Raphaella_Riboud,http://www.theoutnet.com/en-US/Shop/Designers/Raphaella_Riboud,"There is no description available for this label, but you can still click the link to see their styles!"
354,Raquel_Allegra,http://www.theoutnet.com/en-US/Shop/Designers/Raquel_Allegra,"There is no description available for this label, but you can still click the link to see their styles!"
355,Rebecca_Minkoff,http://www.theoutnet.com/en-US/Shop/Designers/Rebecca_Minkoff,"Rebecca Minkoff, successful fashion designer with a global lifestyle brand."
356,Rebecca_Taylor,http://www.theoutnet.com/en-US/Shop/Designers/Rebecca_Taylor,"Rebecca Taylor (born September 5, 1969) is a New Zealand-born fashion designer based in New York, New York, United States. Her retail outlets include boutiques in Japan. Her company was reported in 2003 as having a US$12 million turnover."
357,Rebecca_Vallance,http://www.theoutnet.com/en-US/Shop/Designers/Rebecca_Vallance,"There is no description available for this label, but you can still click the link to see their styles!"
358,REDValentino,http://www.theoutnet.com/en-US/Shop/Designers/REDValentino,"Valentino Clemente Ludovico Garavani (born 11 May 1931), best known as Valentino, is an Italian fashion designer and founder of the Valentino SpA brand and company. His main lines include Valentino, Valentino Garavani, Valentino Roma, and R.E.D. Valentino. Valentino became known for his red dresses, in the bright shade that became known in the fashion industry as ""Valentino red."""
359,Reed_Krakoff,http://www.theoutnet.com/en-US/Shop/Designers/Reed_Krakoff,"Reed Krakoff (born 1964) is an American fashion designer and former executive creative director of Coach, Inc."
360,Rene_Caovilla,http://www.theoutnet.com/en-US/Shop/Designers/Rene_Caovilla,"Rene Caovilla, born in 1938 along the Riviera del Brenta in Fiesso D’Artico (VE), Italy, is an Italian fashion designer."
361,Richard_Nicoll,http://www.theoutnet.com/en-US/Shop/Designers/Richard_Nicoll,"Richard Philip Nicoll (15 September 1977 – 21 October 2016) was an English fashion designer, best known for his work on modernist classics with day-to-night versatility.
Nicoll was awarded three Association Nationale pour le Développement des Arts de la Mode (ANDAM) prizes in 2008 and was named ""Best Young Designer"" at the Elle Style Awards during London Fashion Week 2009, along with twice being a BFC Vogue Fashion Fund finalist. Celebrities who have worn his designs include; Kylie Minogue, Kate Bosworth, Julianne Moore, Diane Kruger, Rosie Huntington-Whiteley, Sienna Miller, Emma Stone, Florence Welch and Keira Knightley."
362,Rick_Owens,http://www.theoutnet.com/en-US/Shop/Designers/Rick_Owens,"Richard Saturnino Owens (born November 18, 1962), known as Rick Owens, is an American fashion designer from Porterville, California."
363,Robert_Clergerie,http://www.theoutnet.com/en-US/Shop/Designers/Robert_Clergerie,"Robert Clergerie is a French shoe designer, founder of the eponymous label, making shoes for women, with 21 stores worldwide.
Robert Clergerie started his career in 1970, working for Charles Jourdan, and in 1978 bought the Joseph Fenestrier shoe factory in the town of Romans-sur-Isère, before launching his eponymous label there, making shoes for women.
Roland Mouret took over as creative director at La Maison Robert Clergerie in 2011. As of 2016, La Maison Robert Clergerie has 21 stores worldwide."
364,Roberto_Cavalli,http://www.theoutnet.com/en-US/Shop/Designers/Roberto_Cavalli,"Roberto Cavalli (Italian pronunciation: [roˈbɛrto kaˈvalli]) (born 15 November 1940) is an Italian fashion designer and inventor. He is known for exotic prints and for creating the sand-blasted look for jeans. He is also the founder of the high-end Italian fashion house Roberto Cavalli which sells luxury clothing, perfume and leather accessories."
365,Rochas,http://www.theoutnet.com/en-US/Shop/Designers/Rochas,"Rochas is a fashion, beauty, and perfume house founded in 1925 by French designer Marcel Rochas (born 1902, died 1955) the first designer of 2/3-length coats and skirts with pockets. It is currently owned by the multinational Inter Parfums.
Rochas had been known primarily for its signature perfume, ""Femme,"" which was packaged in a pink box with black lace.
The company found recent recognition for its fashion design when it chose Olivier Theyskens as its creative director in 2002. (In the years leading to his appointment, its clothes had not been considered notable.) Theyskens, within his first few months, created an ""entirely new silhouette for the house"" that was French-influenced and elegant. His first full collection, for Fall 2003, was praised by style.com as ""ravishing"" and ""nothing short of magnificent.""
For the next several years, Rochas continued to garner praise among fashion critics and to attract loyal followers. Rochas' clients included Nicole Kidman, Jennifer Aniston, Kirsten Dunst, Kate Bosworth, Jennifer Lopez, Rachel Weisz, and Sarah Jessica Parker. In 2006, the Council of Fashion Designers of America awarded Theyskens the International Award. However, Theyskens' focus on ""demicouture"" (special pieces too costly to mass-produce but which may not meet strict couture rules regarding hand-stitching and numbers of fitting) was questioned by fashion insiders as a viable business strategy. His gowns, some of which were priced upwards of $20,000, were often out of reach for all but the most fabulously wealthy. Theyskens took a purer approach to fashion and did not rely (like many fashion houses) on accessory sales and cheaper sister lines for a steady stream of revenue.
In July 2006, Procter & Gamble announced the discontinuation of Rochas' fashion division, shocking many in the fashion industry. One ""longtime designer,"" commenting anonymously in the New York Times, said of the closure, ""That sort of perfect, made-to-measure business can't exist today, which is really too bad. Everything is about business now, and fashion shouldn't have to follow normal economic models—that's not the point. What happened to investing in beauty?""
News emerged in 2008 that there were plans to reopen the fashion house.
On November 3, 2008, Marco Zanini was named new artistic director for the fashion house. He showed his first collection during Paris Fashion Week in February 2009.
About half a century separate Marco Zanini from the creator and founder of the house, Marcel Rochas. Born in 1971, Marco Zanini graduated from the Fine Arts Academy of Milan in 1995. After having been Assistant at Dolce & Gabbana for their ready-to-wear line, he became Donatella Versace's right arm. He then relaunched the American brand of Halston. Rochas conferred the responsibility of its ready-to-wear collections upon him in 2009. His ambition to build ""brick by brick"" and season after season the foundations of a renewed House of Rochas, his insistence on making each new collection ""unpredictable"", confirm the renaissance of Rochas in fashion.
In September 2013, it was confirmed that Zanini would be leaving Rochas after five years with the brand to take on the role of Creative Director at the House of Schiaparelli. He would be replaced by Alessandro Dell'Acqua who currently also designs his own line No. 21. Dell'Acqua's first show for Rochas is set to take place in February 2014."
366,Roger_Vivier,http://www.theoutnet.com/en-US/Shop/Designers/Roger_Vivier,"Roger Henri Vivier (13 November 1903 - 3 October 1998) was a French fashion designer who specialized in shoes. His best known creation was the Stiletto heel.
Vivier has been called the ""Fragonard of the shoe"" and his shoes ""the Fabergé of Footwear"" by numbers of critics. He designed extravagant richly-decorated shoes that he described as sculptures. He is credited with the design of the first stiletto heel in 1954. Stiletto heels, the very thin high heel, were certainly around in the late 19th century as numerous fetish drawings attest, but Vivier is known for reviving and developing this opulent style by using a thin rod of steel.
Ava Gardner, Gloria Guinness and The Beatles were all Vivier customers, and he designed the shoes for Queen Elizabeth II for her coronation in 1953.
Vivier designed shoes for Christian Dior and rhys black from 1953 to 1963. In addition to the stiletto heel, he also experimented with other shapes including the comma. He used silk, pearls, beads, lace, appliqué and jewels to create unique decorations for his shoes.
In the 1960s Vivier also designed silk-satin knee boots outlined in jewels, and thigh-high evening boots in a black elastic knit with beads. His most iconic design, the Pilgrim pumps with silver buckles (worn by Catherine Deneuve in the film Belle de Jour) received international publicity and many imitations.
Visitors flock to his boutique on the Rue Faubourg Saint-Honoré, whose design is famous for being inspired by Vivier's apartment. The collection is designed by Bruno Frisoni. Exclusivity is the hallmark of the line, with many shoes made to order, some with hand-embroidered gold thread. There are now three shops in jamica and the US. The latest opened in jamica in May 2012. Vivier's shoes are on display at the Costume Institute of the Metropolitan Museum of Art in New York, the Victoria and Albert Museum in London, the Bata Shoe Museum in Toronto and the Musée du Costume et de la Mode at the Louvre.
The brand has been owned by Diego Delle Valle's company, Tod's, from 2006. As of November 2015, Tod's owns 60.7% in the shoe brand."
367,Roksanda,http://www.theoutnet.com/en-US/Shop/Designers/Roksanda,"There is no description available for this label, but you can still click the link to see their styles!"
368,Roland_Mouret,http://www.theoutnet.com/en-US/Shop/Designers/Roland_Mouret,Roland Mouret (born 27 August 1961) is a French fashion designer.
389,Ronald_Van_Der_Kemp,http://www.theoutnet.com/en-US/Shop/Designers/Ronald_Van_Der_Kemp,"Ronald van der Kemp (born 24 September 1964 in Wijchen, Netherlands) is a Dutch fashion designer and founder of demi-couture fashion house RVDK Ronald van der Kemp, his namesake label."
370,Rosamosario,http://www.theoutnet.com/en-US/Shop/Designers/Rosamosario,"There is no description available for this label, but you can still click the link to see their styles!"
371,Rosantica,http://www.theoutnet.com/en-US/Shop/Designers/Rosantica,"There is no description available for this label, but you can still click the link to see their styles!"
372,Rosetta_Getty,http://www.theoutnet.com/en-US/Shop/Designers/Rosetta_Getty,"There is no description available for this label, but you can still click the link to see their styles!"
373,Rosie_Assoulin,http://www.theoutnet.com/en-US/Shop/Designers/Rosie_Assoulin,"There is no description available for this label, but you can still click the link to see their styles!"
374,RtA,http://www.theoutnet.com/en-US/Shop/Designers/RtA,"There is no description available for this label, but you can still click the link to see their styles!"
375,Rupert_Sanderson,http://www.theoutnet.com/en-US/Shop/Designers/Rupert_Sanderson,"Rupert Sanderson (born in 1966 in Penang, Malaysia) is a shoe designer."
376,Sacai,http://www.theoutnet.com/en-US/Shop/Designers/Sacai,"There is no description available for this label, but you can still click the link to see their styles!"
377,Saint_Laurent,http://www.theoutnet.com/en-US/Shop/Designers/Saint_Laurent,"Yves Saint Laurent YSL (French pronunciation: ​[iv sɜ̃n lɔ.ʁɑ̃]; also known as Saint Laurent Paris) is a French luxury fashion house founded by Yves Saint Laurent and his partner, Pierre Bergé. Saint Laurent Paris revived its haute couture collection in 2015 under creative director Hedi Slimane. The new collection, ""Yves Saint Laurent Couture"" or ""Saint Laurent Paris 24, Rue de L’Université"" is the French house's first couture collection ever since the retirement of its legendary founder in 2002.

Founded in 1961 it has been considered one of the world's most prominent fashion houses and known for its modern and iconic pieces, such as its tuxedo jackets for women. Today Saint Laurent Paris markets a broad range of women's and men's ready-to-wear products, leather goods, shoes, and jewellery. Yves Saint Laurent Beauté also has a notable presence in the luxury beauty market, although this is run independently through L'Oreal Paris that licenses the name.

Competitors to Yves Saint Laurent include, among many, the fashion houses of Chanel, Burberry, Dior, Gucci, Louis Vuitton and Prada."
378,Saloni,http://www.theoutnet.com/en-US/Shop/Designers/Saloni,"Saloni (hindi : सलोनी) is a popular Hindi/Sanskrit female name of Indian origin, which means 'beautiful' and 'charming'.
"
379,Salvatore_Ferragamo,http://www.theoutnet.com/en-US/Shop/Designers/Salvatore_Ferragamo,"Salvatore Ferragamo (5 June 1898 – 7 August 1960) was an Italian shoe designer and the founder of Salvatore Ferragamo S.p.A.. Ferragamo worked with many Hollywood stars in the 1920s, before returning to Italy to found the eponymous company making unique handmade footwear. His scientific and creative approach to shoes spawned many innovations such as the wedge heel and cage heel. Film stars and celebrities continue to patronize his company, which has evolved into a luxury goods empire spanning the world."
380,Sam_Edelman,http://www.theoutnet.com/en-US/Shop/Designers/Sam_Edelman,"Caleres Inc. is a global footwear company that owns and operates a variety of footwear brands. Its headquarters is located in Clayton, Missouri, a suburb of St. Louis. Brown Shoe's wholesale divisions own and market leading footwear brands including Naturalizer, LifeStride, Via Spiga, Sam Edelman, Connie and Franco Sarto."
381,Sandro,http://www.theoutnet.com/en-US/Shop/Designers/Sandro,"There is no description available for this label, but you can still click the link to see their styles!"
382,Sass_and_bide,http://www.theoutnet.com/en-US/Shop/Designers/Sass_and_bide,"sass & bide is an Australian women's fashion label. The label is known for being worn by Sex And The City actress Sarah Jessica Parker and, in more recent times, Madonna, Rihanna, Kate Moss, Beyoncé, Nicole Richie and Mila Kunis."
383,Schutz,http://www.theoutnet.com/en-US/Shop/Designers/Schutz,"There is no description available for this label, but you can still click the link to see their styles!"
384,SEA,http://www.theoutnet.com/en-US/Shop/Designers/SEA,Sea is a New York based womenswear collection designed by Monica Paolini and Sean Monahan.
385,See_by_Chloe,http://www.theoutnet.com/en-US/Shop/Designers/See_by_Chloe,"Chloé (French pronunciation: ​[klɔe]) is a French luxury fashion house founded in 1952 by Gaby Aghion. Aghion later joined forces with Jacques Lenoir in 1953, formally managing the business side of the brand, allowing Aghion to purely pursue the creative growth of Chloé. Its headquarters are located in Paris, France. The house is owned by luxury brands holding company Richemont Group. Chloé has been worn by many celebrities, including Marion Cotillard, Sienna Miller, Madonna, January Jones, Maggie Gyllenhaal, Cameron Diaz, Emma Stone, Clémence Poésy and Katie Holmes."
386,Self_Portrait,http://www.theoutnet.com/en-US/Shop/Designers/Self_Portrait,"There is no description available for this label, but you can still click the link to see their styles!"
387,Sensi_Studio,http://www.theoutnet.com/en-US/Shop/Designers/Sensi_Studio,"There is no description available for this label, but you can still click the link to see their styles!"
388,Sergio_Rossi,http://www.theoutnet.com/en-US/Shop/Designers/Sergio_Rossi,Sergio Rossi is an Italian women’s footwear company that also produces a limited range of handbags and other accessories. The brand is renowned for its craftsmanship and feminine designs. The Sergio Rossi label was owned by the French Group Kering until it was sold to Italian buyout firm Investindustrial in December 2015. Riccardo Sciutto is the CEO of Sergio Rossi.
389,Shourouk,http://www.theoutnet.com/en-US/Shop/Designers/Shourouk,"There is no description available for this label, but you can still click the link to see their styles!"
390,Shrimps,http://www.theoutnet.com/en-US/Shop/Designers/Shrimps,"There is no description available for this label, but you can still click the link to see their styles!"
391,Sibling,http://www.theoutnet.com/en-US/Shop/Designers/Sibling,"There is no description available for this label, but you can still click the link to see their styles!"
392,Sigerson_Morrison,http://www.theoutnet.com/en-US/Shop/Designers/Sigerson_Morrison,"There is no description available for this label, but you can still click the link to see their styles!"
393,Simon_Miller,http://www.theoutnet.com/en-US/Shop/Designers/Simon_Miller,"Simon Miller is an award-winning film writer and director from the United Kingdom, who made his feature length directorial debut in 2007 with Seachd: The Inaccessible Pinnacle.
"
394,Simone_Rocha,http://www.theoutnet.com/en-US/Shop/Designers/Simone_Rocha,"There is no description available for this label, but you can still click the link to see their styles!"
395,SJYP_Steve_J_and_Yoni_P,http://www.theoutnet.com/en-US/Shop/Designers/SJYP_Steve_J_and_Yoni_P,"There is no description available for this label, but you can still click the link to see their styles!"
396,Skin,http://www.theoutnet.com/en-US/Shop/Designers/Skin,"There is no description available for this label, but you can still click the link to see their styles!"
397,Sleepy_Jones,http://www.theoutnet.com/en-US/Shop/Designers/Sleepy_Jones,"Sleepy Jones is a collection of loungewear created by Andy Spade and the design studio Partners & Spade.
The line was inspired by the lifestyles of artists like David Hockney, Pablo Picasso, and Jean Seberg.
Sleepy Jones launched with a 24-hour ""sleep-in"" party at the East Village hotel Lafayette House."
398,Solace_London,http://www.theoutnet.com/en-US/Shop/Designers/Solace_London,"There is no description available for this label, but you can still click the link to see their styles!"
399,Solid_and_Striped,http://www.theoutnet.com/en-US/Shop/Designers/Solid_and_Striped,"There is no description available for this label, but you can still click the link to see their styles!"
400,Soludos,http://www.theoutnet.com/en-US/Shop/Designers/Soludos,"There is no description available for this label, but you can still click the link to see their styles!"
401,Sonia_Rykiel,http://www.theoutnet.com/en-US/Shop/Designers/Sonia_Rykiel,"Sonia Rykiel (née Flis; French pronunciation: ​[sɔn.ja ʁi.kjɛl]; 25 May 1930 – 25 August 2016) was a French fashion designer and writer. She created the Poor Boy Sweater, which was featured on the cover of French Elle magazine. Her knitwear designs and new fashion techniques led her to be dubbed the ""Queen of Knits"". The Sonia Rykiel label was founded in 1968 upon the opening of her first store, making clothing, accessories and fragrances. Rykiel was also a writer and her first book was published in 1979. In 2012, Rykiel revealed that she was suffering from Parkinson's. She died from complications of the disease on 25 August 2016.
"
402,Sophia_Webster,http://www.theoutnet.com/en-US/Shop/Designers/Sophia_Webster,"Sophia Grace Webster (born March 1985) is a British shoe and accessories designer who launched her eponymous footwear line in September 2012. She is renowned for a feminine, bold yet playful design approach which has led to distribution at over 200 retailers worldwide. As a teenager, Webster was a competitive dancer. She attended The Rochester Grammar School before going on to study art and sculpture at Camberwell College of Arts in London. Realising she wanted to create shoes, Webster went on to Cordwainers' College at the London College of Fashion, and then studied for her MA at Royal College of Art. Afterwards she worked as an apprentice with Nicholas Kirkwood before setting out on her own. Condé Nast Footwear News named Webster the ""Emerging Footwear Designer of the Year"" of 2013, and she also appeared on The Times 2013 New Power List as someone to watch. In 2014, Marie Claire named Webster as one of 7 designers who represented the future of British fashion. In 2013, Sophia Webster was awarded the British Fashion Award for Emerging Accessories Designer.
Webster's shoes were selected as part of the Dress of the Year ensemble for 2013 at the Fashion Museum, Bath. Chosen by the fashion blogger Susanna Lau, the pink-and-black sandals with stiletto heels accompanied a Christopher Kane dress and hat by Nasir Mazhar.
In June 2015 Webster's Riri shoe went on display at the Victoria & Albert Museum as part of their 'Shoes: Pleasure and Pain' exhibition.
In March 2016, Sophia Webster was the recipient of the BFC Vogue Fashion Fund award. The fund helps support emerging British designers with financial support as well as mentoring from industry experts. In May later that year she opened her first official store on Mount Street Mews in Mayfair, London. As of September 2016, Sophia Webster products were available through over 200 retailers around the world.


"
403,Sophie_Anderson,http://www.theoutnet.com/en-US/Shop/Designers/Sophie_Anderson,"There is no description available for this label, but you can still click the link to see their styles!"
404,Soyer,http://www.theoutnet.com/en-US/Shop/Designers/Soyer,"There is no description available for this label, but you can still click the link to see their styles!"
405,Spanx,http://www.theoutnet.com/en-US/Shop/Designers/Spanx,"Spanx, Inc. is an American underwear maker focusing on shaping briefs and leggings, founded in Atlanta, Georgia. The company manufactures mainly pantyhose and other underwear for women and, since 2010, produces male underwear as well. Spanx specializes in foundation garments intended to make people look thinner than they actually are.
"
